Marca temporal,A quin centre educatiu estàs?,A quin curs vas?,Curs processat,Gènere?,El cervell...,El context...,Els automatismes del cervell...,El cervell humà...,Els anuncis publicitaris...,la informació que consumim i la manera en que parlem...,La discriminació...,Penses que el coneixement científic ajuda a combatre situacions de discriminació?,M'agraden les ciències,considero,Veig la utilitat de la ciència en els nostres problemes del dia a dia,T'ha agradat el taller?,"Si us plau, comenta si hi ha alguna cosa que t'ha agradat molt o alguna que no t'ha agradat gens",Mitjana,Bona nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,"a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,me han agradat els experiments,"0,8571428571",Bona nota
10/1/2023 13:27,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,mitjançant recompenses quan fas una cosa correcte,totes les anteriors són correctes,"fent tasques extremadament difícils, tenint en compte les teves habilitats actuals",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,"Variedad de chuches, por lo demás ha estado muy bien ","0,5714285714",Mala nota
10/1/2023 13:28,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,totes les anteriors són incorrectes,només a través de feedback,"a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",depenent la situació,9,molt entretingut ,"0,7142857143",Bona nota
10/1/2023 13:28,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,totes les anteriors són incorrectes,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",Si,9,M’agradat tot,"0,8571428571",Bona nota
10/1/2023 13:28,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,altera el cicle circadià de melatonina,només a través de feedback,"a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,el joc de la pilota ,"0,7142857143",Bona nota
10/1/2023 13:28,Sopeña,Grau mitjà,Grau mitjà,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, independentment de com donguis el feedback",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",No,10,Simplemente perfecto,"0,5714285714",Mala nota
10/1/2023 13:28,Sopeña,Grau mitjà,Grau mitjà,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,Ha estat molt entretingut,"0,8571428571",Bona nota
10/1/2023 13:28,Sopeña,Grau superior,Grau superior,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,altera el cicle circadià de melatonina,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",No,10,"Me ha gustado toda la presentación mucho, ha sido muy interesante","0,5714285714",Mala nota
10/1/2023 13:30,Sopeña,Grau mitjà,Grau mitjà,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,"a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",No,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,M’ha agradat molt fer el joc de la diana,"0,5714285714",Mala nota
10/1/2023 17:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,.,1,Bona nota
10/1/2023 17:04,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,per estalviar energia,"fent tasques extremadament difícils, tenint en compte les teves habilitats actuals",Si,Si,Si,Si,10,Les activitats dinamiques,"0,5714285714",Mala nota
10/1/2023 17:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,Todo bien,"0,8571428571",Bona nota
10/1/2023 17:04,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,.,1,Bona nota
10/1/2023 17:05,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",doncs no és un ordinador que només processa informació del exterior,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",Si,10,Les activitats participatives,"0,8571428571",Bona nota
10/1/2023 17:05,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,només a través del condicionament clàssic,"a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",A veces,10,Me a gusta mucho todo ya que no es solo explicación ,"0,7142857143",Bona nota
10/1/2023 17:05,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,mitjançant recompenses quan fas una cosa correcte,com un element indispensable per l'aprenentatge,evitar apendre res nou,No,No,Si,Si,9,Todo,"0,4285714286",Mala nota
10/1/2023 17:05,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,"Les activitats han estat entretingudes, però sobretot ha estat genial l'actitud a l'hora d'explicar-nos els temes.","0,8571428571",Bona nota
10/1/2023 17:06,Sopeña,Grau superior,Grau superior,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,No,"No, no m'agraden",Si,10,"La interacción que tenéis con los alumnos, lo dinámico que es, y lo cercanos que sois","0,5714285714",Mala nota
10/1/2023 17:06,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant recompenses quan fas una cosa correcte,totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,.,"0,8571428571",Bona nota
10/1/2023 17:06,Sopeña,Grau superior,Grau superior,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,8,Tot,"0,8571428571",Bona nota
10/1/2023 17:07,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,"a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"fer tasques senzilles, tenint en compte les teves habilitats actuals",No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,7,Tot molt be,"0,7142857143",Bona nota
10/1/2023 17:07,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,només a través de feedback,"a través de la guia, independentment de com donguis el feedback",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",No se,Si,"No, m'agradaria però són molt difícils o no em veig capaç",No,8,M'agrada tot en general,"0,5714285714",Mala nota
11/1/2023 11:02,Sopeña,Grau mitjà,Grau mitjà,Masculí,treballa majoritàriament en un mode automàtic,"és bo per mi, doncs m'ho passo bé i m'ajuda a desconnectar",ha disminuït en els últims 100 anys,"inferint, creant prediccions i correlacions",mitjançant càstigs quan fas una cosa incorrecte,com un element indispensable per l'aprenentatge,evitar apendre res nou,No,Si,"No, no m'agraden",Si,10,.,"0,1428571429",Mala nota
11/1/2023 11:04,Sopeña,Grau mitjà,Grau mitjà,Masculí,totes les anteriors són correctes,"és bo per mi, doncs m'ho passo bé i m'ajuda a desconnectar",ha disminuït en els últims 100 anys,només a través de feedback,"a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,Totn,"0,5714285714",Mala nota
11/1/2023 11:05,Sopeña,Grau mitjà,Grau mitjà,Altres / no aplica,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,només a través del condicionament clàssic,"a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,7,A sigut molt dinamic,"0,7142857143",Bona nota
11/1/2023 11:06,Sopeña,Grau mitjà,Grau mitjà,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, no m'agraden",Si,10,Molt ben fet el taller. Amb la manera creativa i mes dinamica ,"0,8571428571",Bona nota
11/1/2023 11:08,Sopeña,Grau mitjà,Grau mitjà,Masculí,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, independentment de com donguis el feedback",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Més o menys,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,Me ha encantado las actividades ya que se ha hecho muy ameno,"0,8571428571",Bona nota
